id,city_id:id,name,ext
city_NM_hlbr_5,city_NM_7,鄂伦春自治旗,150723000000
city_NM_hlbr_6,city_NM_7,鄂温克族自治旗,150724000000
city_NM_hlbr_7,city_NM_7,陈巴尔虎旗,150725000000
city_NM_hlbr_8,city_NM_7,新巴尔虎左旗,150726000000
city_NM_hlbr_9,city_NM_7,新巴尔虎右旗,150727000000
city_NM_hlbr_10,city_NM_7,满洲里市,150781000000
city_NM_hlbr_11,city_NM_7,牙克石市,150782000000
city_NM_hlbr_12,city_NM_7,扎兰屯市,150783000000
city_NM_hlbr_13,city_NM_7,额尔古纳市,150784000000
city_NM_hlbr_14,city_NM_7,根河市,150785000000
city_NM_bezy_1,city_NM_8,临河区,150802000000
city_NM_bezy_2,city_NM_8,五原县,150821000000
city_NM_bezy_3,city_NM_8,磴口县,150822000000
city_NM_bezy_4,city_NM_8,乌拉特前旗,150823000000
city_NM_bezy_5,city_NM_8,乌拉特中旗,150824000000
city_NM_bezy_6,city_NM_8,乌拉特后旗,150825000000
city_NM_bezy_7,city_NM_8,杭锦后旗,150826000000
city_NM_wlcb_1,city_NM_9,集宁区,150902000000
city_NM_wlcb_2,city_NM_9,卓资县,150921000000
city_NM_wlcb_3,city_NM_9,化德县,150922000000
city_NM_wlcb_4,city_NM_9,商都县,150923000000
city_NM_wlcb_5,city_NM_9,兴和县,150924000000
city_NM_wlcb_6,city_NM_9,凉城县,150925000000
city_NM_wlcb_7,city_NM_9,察哈尔右翼前旗,150926000000
city_NM_wlcb_8,city_NM_9,察哈尔右翼中旗,150927000000
city_NM_wlcb_9,city_NM_9,察哈尔右翼后旗,150928000000
city_NM_wlcb_10,city_NM_9,四子王旗,150929000000
city_NM_wlcb_11,city_NM_9,丰镇市,150981000000
city_NM_xam_1,city_NM_10,乌兰浩特市,152201000000
city_NM_xam_2,city_NM_10,阿尔山市,152202000000
city_NM_xam_3,city_NM_10,科尔沁右翼前旗,152221000000
city_NM_xam_4,city_NM_10,科尔沁右翼中旗,152222000000
city_NM_xam_5,city_NM_10,扎赉特旗,152223000000
city_NM_xam_6,city_NM_10,突泉县,152224000000
city_NM_xlglm_1,city_NM_11,二连浩特市,152501000000
city_NM_xlglm_2,city_NM_11,锡林浩特市,152502000000
city_NM_xlglm_3,city_NM_11,阿巴嘎旗,152522000000
city_NM_xlglm_4,city_NM_11,苏尼特左旗,152523000000
city_NM_xlglm_5,city_NM_11,苏尼特右旗,152524000000
city_NM_xlglm_6,city_NM_11,东乌珠穆沁旗,152525000000
city_NM_xlglm_7,city_NM_11,西乌珠穆沁旗,152526000000
city_NM_xlglm_8,city_NM_11,太仆寺旗,152527000000
city_NM_xlglm_9,city_NM_11,镶黄旗,152528000000
city_NM_xlglm_10,city_NM_11,正镶白旗,152529000000
city_NM_xlglm_11,city_NM_11,正蓝旗,152530000000
city_NM_xlglm_12,city_NM_11,多伦县,152531000000
city_NM_xlglm_13,city_NM_11,乌拉盖管委会,152571000000
city_NM_alsm_1,city_NM_12,阿拉善左旗,152921000000
city_NM_alsm_2,city_NM_12,阿拉善右旗,152922000000
city_NM_alsm_3,city_NM_12,额济纳旗,152923000000
city_NM_alsm_4,city_NM_12,内蒙古阿拉善经济开发区,152971000000
city_LN_sy_1,city_LN_1,和平区,210102000000
city_LN_sy_2,city_LN_1,沈河区,210103000000
city_LN_sy_3,city_LN_1,大东区,210104000000
city_LN_sy_4,city_LN_1,皇姑区,210105000000
city_LN_sy_5,city_LN_1,铁西区,210106000000
city_LN_sy_6,city_LN_1,苏家屯区,210111000000
city_LN_sy_7,city_LN_1,浑南区,210112000000
city_LN_sy_8,city_LN_1,沈北新区,210113000000
city_LN_sy_9,city_LN_1,于洪区,210114000000
city_LN_sy_10,city_LN_1,辽中区,210115000000
city_LN_sy_11,city_LN_1,康平县,210123000000
city_LN_sy_12,city_LN_1,法库县,210124000000
city_LN_sy_13,city_LN_1,新民市,210181000000
city_LN_dl_1,city_LN_2,中山区,210202000000
city_LN_dl_2,city_LN_2,西岗区,210203000000
city_LN_dl_3,city_LN_2,沙河口区,210204000000
city_LN_dl_4,city_LN_2,甘井子区,210211000000
city_LN_dl_5,city_LN_2,旅顺口区,210212000000
city_LN_dl_6,city_LN_2,金州区,210213000000
